pool_address,y_revenue,x_cost,z_wash_trade,old_profit,true_profit
0x9b47450fb26da599ad4d26127e30a17127c71a65,11.002751279854571,11.024840200000002,0.0,-0.02208892014543018,-0.02208892014543018
0x97e07cbc3745ae96100a08c3fc31ea6a79e7b47a,10.00474720952043,10.024842095,0.0,-0.020094885479570834,-0.020094885479570834
0xb46b385df91158ef2fc07472ca107ee0557c34bc,8.004750539400574,8.02483956,0.0,-0.020089020599426632,-0.020089020599426632
0x4363df27aa3f3cb5fd66bd1e616751f081c49c6f,8.004752459400574,8.024839309999999,0.0,-0.02008685059942472,-0.02008685059942472
0xa2ef37d7dded4bfe79673e69f9348c07dcd0a90e,4.005251428601808,4.024839415,0.0,-0.019587986398192037,-0.019587986398192037
0x8a1fc45b7b9947f877117bc8a268c86f72e1c353,7.305750259014906,7.324839979999999,0.0,-0.019089720985093095,-0.019089720985093095
0x5df4061db9bc11704c1898f9c8b7be70675f7557,8.006248728976182,8.024841405,0.0,-0.0185926760238182,-0.0185926760238182
0x479f26ee5f559e8fabb6012838b3c039b38f72a5,8.0067505688015,8.024839855,0.0,-0.018089286198499366,-0.018089286198499366
0x318bd784aea89bc91f8c093c605cf8b2117e8987,6.507248248279363,6.5248409050000005,0.0,-0.01759265672063748,-0.01759265672063748
0x5057e212a6c61b934c67ff38670b98a9fc751c3f,8.507822928496164,8.524916144999999,0.0,-0.01709321650383444,-0.01709321650383444
0x04b684d827736677a084eadc7439144535785226,7.308750027811473,7.324839555,0.0,-0.01608952718852663,-0.01608952718852663
0xe980100a5656c1febb4107b4d1aea281db32d952,3.509085215963865,3.524838785,0.0,-0.01575356903613523,-0.01575356903613523
0x5e6a9eb848efb1b3c786779f6a4a5a7f254da30c,8.009748477902418,8.0248401,0.0,-0.015091622097582302,-0.015091622097582302
0x5a2852b2a595cc37ab7685b9cf8df05bd5c5b88f,7.0117488263482475,7.024839495,0.0,-0.01309066865175268,-0.01309066865175268
0x2813f67424d21a8b57db4d39f07b86574e3d4afd,9.013933760042184,9.024840500000002,0.0,-0.01090673995781799,-0.01090673995781799
0x933e0860d5bf416cd1c449f079b4c1566b785251,8.018664800532427,8.02484036,0.0,-0.0061755594675734216,-0.0061755594675734216
0xce7e5055e108e157b860543ed324d365490107b6,6.218745760982102,6.224840095,0.0,-0.006094334017897829,-0.006094334017897829
0x2ba66dc9667ab65338b8b2e6116683b0a936c1e1,6.019745363203007,6.024839635,0.0,-0.00509427179699351,-0.00509427179699351
0x03f0bee5ca5dd9ba0df6207fed0f191c2656370b,6.521482345256623,6.524839795,0.0,-0.003357449743377039,-0.003357449743377039
0x6cdc1345bf414b8eb897b2a4c9cd65e68bfd6c3e,10.023742672407625,10.02484104,0.0,-0.001098367592375027,-0.001098367592375027
0xd4556790472209f6f19d783aa13039bb1fa84f17,5.023798532331641,5.02483909,0.0,-0.0010405576683591988,-0.0010405576683591988
0xd8481a449f989a4ed3eba4a30e953ad5ae5eff5e,6.026242958638988,6.024839475,0.0,0.0014034836389873462,0.0014034836389873462
0xdfbdb199c2e87298f4a0d603455b422ac37afa19,5.028495144825332,5.024839815,0.0,0.003655329825331677,0.003655329825331677
0xa0f692ae3d9bffb518f7881db2bf65a6b456b27d,10.039597057833822,10.02484203,0.0,0.014755027833821543,0.014755027833821543
0x7f167355d85c9e76bc2616c30b2dfc7153100f2a,6.042090023501069,6.02483818,0.0,0.017251843501068898,0.017251843501068898
0x3a032f36e16e4dd11c0feeec17b823164a59b15b,8.045608930904246,8.024915355,0.0,0.020693575904246586,0.020693575904246586
0xb853495cf5cfeb0b460932681d5b10f8ca5ddf3f,6.354731607968576,6.324839494999999,0.0,0.029892112968576967,0.029892112968576967
0x88bf2a8cedebaa3e09c1aac8347e63aa520f3d4f,10.055627626031905,10.024841689999999,0.0,0.030785936031906047,0.030785936031906047
0xc16344d80d798dd156549c0bc4247bd7311d4e02,6.058455141365139,6.024838425,0.0,0.03361671636513819,0.03361671636513819
0x3c916befb1005ad9e30ac1e839183ee7794d19b3,5.0628043263250255,5.02491423,0.0,0.03789009632502527,0.03789009632502527
0xe46103c14fe5b205e39f5c1f2bbfb281c8a2e835,10.065377467297198,10.024916854999999,0.0,0.040460612297199106,0.040460612297199106
0xd8f82cf276cbdbe94e1c6fee3ce9a32a872dcdc1,6.09060718307479,6.0248405400000005,0.0,0.06576664307478985,0.06576664307478985
0xe2ce0e45d34815217acf6b47e2cc77a3d4ce2a24,6.115995846108493,6.024839494999999,0.0,0.09115635110849407,0.09115635110849407
