pool_address,y_revenue,x_cost,z_wash_trade,old_profit,true_profit
0x071d75139e672c0e6c1f38e2c4a1f8e1244a2bc0,0.0,0.017482821,0.0,-0.017482821,-0.017482821
0x8a331e8dd2e2a296dbfb5a920e7fb41c191ba1f8,0.0,0.017482536,0.0,-0.017482536,-0.017482536
0xd1a5adbda5921329d127a169cbd51dd01dbdc36a,0.0,0.017410695,0.0,-0.017410695,-0.017410695
0xa48174e0c59cbce03855b5aeba1dd896ca3d2039,0.0,0.017374545,0.0,-0.017374545,-0.017374545
0x82554b14bced654e40bcc80669aa90ef5d8c29ca,0.0,0.017374467,0.0,-0.017374467,-0.017374467
0x66aff94d8efe9053f616c7319aaa00e0369804fd,0.0,0.017374428,0.0,-0.017374428,-0.017374428
0x2b7f47e41972be72f688b268c692186ce08ea6ff,0.0,0.017374353,0.0,-0.017374353,-0.017374353
0x638c755a9941f4967bbe86d48d73cb841fb4f7e8,0.0,0.017374278,0.0,-0.017374278,-0.017374278
0xab18cbca080aa097c1c207d7c108c14ab835cd89,0.0,0.017374227,0.0,-0.017374227,-0.017374227
0x8c42d08de17421d3945eeb5e92f615c5ab6ae889,0.0,0.017374209,0.0,-0.017374209,-0.017374209
0xd1521afe5f3add5487ff6adec6a0f4caefbe6aa3,0.0,0.017374209,0.0,-0.017374209,-0.017374209
0x6d8a38058b970a614e319f1ad8089fb1524029d6,0.0,0.017374134,0.0,-0.017374134,-0.017374134
0x6bccf26175953d32e594d1ef8ffe62bcd555589c,0.0,0.017374095,0.0,-0.017374095,-0.017374095
0xfa147e0cfa618527d1b0c1044f6d70740a2a14cf,0.0,0.017374077,0.0,-0.017374077,-0.017374077
0x9dbe91f6fe9d0d375eba9107e4f5d1c99af222c3,0.0,0.017374008,0.0,-0.017374008,-0.017374008
0xbaab88579869c3b71a2861231945bc1585677b6b,0.0,0.017373807,0.0,-0.017373807,-0.017373807
0x8e0864221a704bfbb4ed538d11eb03d74285e142,0.0,0.01737345,0.0,-0.01737345,-0.01737345
0x058c33c7fb354d53a821a5f496d3e27a7a81fbab,0.0,0.015989268,0.0,-0.015989268,-0.015989268
0x2117355442a933b578a3b0de87275b70096496a4,0.0,0.015960891,0.0,-0.015960891,-0.015960891
0x80ea6a9c15eadc8abe3351d5685e5891ff90c299,0.0,0.015959109,0.0,-0.015959109,-0.015959109
0x13ad7cc0c647ba9bd5eeed3519f8be75f03ab6ad,0.0,0.015958302,0.0,-0.015958302,-0.015958302
0xecb9b59cd36256f0f969606c3d078b86d43591e7,0.0,0.015957906,0.0,-0.015957906,-0.015957906
0xa5f606aac05d342999fd724f8fa12eaf6d81f060,0.0,0.015957687,0.0,-0.015957687,-0.015957687
0x92e03ac41b1ece59aa3140471251ff6d40a5dbd2,0.0,0.014897382,0.0,-0.014897382,-0.014897382
0xd9e60f8ea51cad91ff8da61255268de2f6cd6b1b,0.0,0.014865084,0.0,-0.014865084,-0.014865084
0xff8f44c08107e41a8052e11d861bc8a97209ee14,0.0,0.014837061,0.0,-0.014837061,-0.014837061
0xb7c2c046b695045b97e630bf342d95ca51e0a78d,0.0,0.014828751,0.0,-0.014828751,-0.014828751
0x651b18406211f77a44ccfe8159e5d61e5587c28f,0.0,0.014826852,0.0,-0.014826852,-0.014826852
0x34831e7ed6845951c46b47623ec4508a5f4daaaf,0.0,0.014797734,0.0,-0.014797734,-0.014797734
0x01d0426f24c2b7e8f72a528e339a955c5ff879fe,0.0,0.014797707,0.0,-0.014797707,-0.014797707
0x94fdd2ee69d905a7405e66ccf1cf68fc2e028087,0.0,0.014797668,0.0,-0.014797668,-0.014797668
0x57b3e328f1c85d7e27b3fa93fed5828a37d9cae9,0.0,0.014796552,0.0,-0.014796552,-0.014796552
0x3a1311b09e450f669da7fc33947e46c16dc4b7d9,0.0,0.014794179,0.0,-0.014794179,-0.014794179
0x0ee81dc9e81fe6f1a291b5e888c6a65411396388,0.0,0.014794113,0.0,-0.014794113,-0.014794113
0x141a573699c5d31f6f6d351c7d4546e9f50ed432,0.0,0.014793684,0.0,-0.014793684,-0.014793684
0xcdb93b5e3b5daf5ebc7c0814ef01ed198d94b66a,0.0,0.01367919,0.0,-0.01367919,-0.01367919
0x85c8a89fb25bbb0104ec3b37c1eea28a7cc2940c,0.0,0.013670766,0.0,-0.013670766,-0.013670766
0xa8cf920b854f4ff8dc18ea670c10d598cbe97169,0.0,0.013668822,0.0,-0.013668822,-0.013668822
0xa86d74a0da2ba56f6b3f624f79881007439f0c32,0.0,0.013639614,0.0,-0.013639614,-0.013639614
0x4dfcfbb13cce68520a419cb4501fe06eff58b2e1,0.0,0.013637685,0.0,-0.013637685,-0.013637685
0xac1323af2da1346569b4f2e4090a8ec5161569dc,0.0,0.013636389,0.0,-0.013636389,-0.013636389
