pool_address,y_revenue,x_cost,z_wash_trade,old_profit,true_profit
0x0a845bee1769624efd49f65fb824468cc53138da,0.041652033701921866,0.08266786,0.0,-0.04101582629807813,-0.04101582629807813
0xa8c665b18611b532a8b524ea032bdbd17cc3403a,4.998736075,5.0360494099999995,0.0,-0.03731333499999945,-0.03731333499999945
0x5b4b20028daaaf8c43b652278c066978a3e615c0,4.998810875,5.0351698,0.0,-0.03635892500000004,-0.03635892500000004
0x8b75e0f7c4ee2a696758504c79fa627ec917c22b,4.998811075,5.03516986,0.0,-0.036358785000000005,-0.036358785000000005
0x38096ee31e6ac0d511e6632d75cebda938f1945b,4.998811075,5.0351690200000006,0.0,-0.03635794500000067,-0.03635794500000067
0xc005cd89949934805c54972b544945e506a1e840,4.998735935,5.0262164600000006,0.0,-0.027480525000000533,-0.027480525000000533
0x97b56862ec002afaa24eebef8408e209ec0329ef,4.998736075,5.02621658,0.0,-0.027480504999999766,-0.027480504999999766
0x70e86192758d21b891bc64534d66c35305509020,4.998736135,5.026216160000001,0.0,-0.027480025000000907,-0.027480025000000907
0x94b93848a9e03e121cd871c5eeaf04a624088c2b,4.998817808326702,5.02621664,0.0,-0.02739883167329804,-0.02739883167329804
0x14ac6857dbf8fdfde957bd486c8e4ec913b41593,4.999165718354356,5.02621622,0.0,-0.027050501645644154,-0.027050501645644154
0x8a9e94c383a7146a3f9af3ad103510c10199a00e,4.998752335,5.025109720000001,0.0,-0.026357385000000733,-0.026357385000000733
0x015a427acef899d15f9feea76444c76b05876297,4.998752335,5.025109720000001,0.0,-0.026357385000000733,-0.026357385000000733
0x4c09fb0c9ad963ddd7c975015e07386e2045cf8c,4.998752335,5.025109720000001,0.0,-0.026357385000000733,-0.026357385000000733
0x1b779b2cbf3cb74325424ec73627a05a8bb330c0,4.998752395,5.02510918,0.0,-0.026356784999999938,-0.026356784999999938
0x6a82b246da354a19173ded90d93546263f5a3e37,4.998828225,5.025183995,0.0,-0.026355770000000334,-0.026355770000000334
0x33c36b8ed684ef5c11dc5ed9e1c824e53b0390b6,4.998828545,5.025184055,0.0,-0.026355510000000137,-0.026355510000000137
0x4dcc893ea22210872cbbe6a00eac55c2529cea78,5.008750390257079,5.03509474,0.0,-0.02634434974292077,-0.02634434974292077
0x3473206b7677d83e8918f7a5a0551c8d63de60d0,5.000920081949642,5.0262164600000006,0.0,-0.025296378050358115,-0.025296378050358115
0xe4b92db334b5bccf19c042eaa151a175a96829c8,5.002426098994817,5.0262160399999996,0.0,-0.023789941005182946,-0.023789941005182946
0x51433a5118b69f940bd172fa62b54419d558286f,5.002345179760059,5.025184055,0.0,-0.022838875239941103,-0.022838875239941103
0xf65df27cbab730bad76f57df246cdffcb640780b,4.012701947157626,4.0350945000000005,0.0,-0.022392552842374513,-0.022392552842374513
0x81981430b39c984b166ffa4c9344f5f35a5c297f,0.09067376646036884,0.112025305,0.0,-0.021351538539631162,-0.021351538539631162
0x4eeecce53ed54c9c98e6ab8e132fb4ad8d5f14cc,0.05385361906451497,0.075179315,0.0,-0.02132569593548503,-0.02132569593548503
0x24ad4697ff34e7f8375d9a1a43cb41e159fa6ad5,5.014056404962728,5.03509414,0.0,-0.021037735037271688,-0.021037735037271688
0xc8c2f21879820cef5371ab911224e83eeb2a4670,5.009749826725919,5.0262164600000006,0.0,-0.016466633274081488,-0.016466633274081488
0xd7bb24bb720468c501cce511f02b8a83793689db,5.00884277999501,5.025183875000001,0.0,-0.016341095004990258,-0.016341095004990258
0x7808181e5ca4ec5a3b217e0a8da2c686c0819d56,5.020207753081101,5.0350945000000005,0.0,-0.014886746918899796,-0.014886746918899796
0x4bf4968087144724aa4d189c7ba5c26aa7e4cbcb,0.06509637340364788,0.07718182,0.002631235,-0.01208544659635212,-0.01471668159635212
