pool_address,y_revenue,x_cost,z_wash_trade,old_profit,true_profit
0x0b9490a7afca9e745c4bc319267190c8d45f2d98,0.7960904299999984,0.8367632500000001,0.0,-0.04067282000000172,-0.04067282000000172
0x0b9490a7afca9e745c4bc319267190c8d45f2d98,0.7960904299999984,0.8367632500000001,0.0,-0.04067282000000172,-0.04067282000000172
0x40e78e3285ea83f89a2039a390e278c8a2a6200e,1.2272147300616623,1.26476311,0.0,-0.03754837993833782,-0.03754837993833782
0x40e78e3285ea83f89a2039a390e278c8a2a6200e,1.2272147300616623,1.26476311,0.0,-0.03754837993833782,-0.03754837993833782
0x47a499af8317289b53a263d2ee16977558543b92,0.7417031249703301,0.7724243899999835,0.0,-0.030721265029653444,-0.030721265029653444
0x47a499af8317289b53a263d2ee16977558543b92,0.7417031249703301,0.7724243899999835,0.0,-0.030721265029653444,-0.030721265029653444
0xd148a20323d4b16cd988c456def041ecd8f08f87,1.5248269349410406,1.53833489,0.0,-0.013507955058959409,-0.013507955058959409
0xd148a20323d4b16cd988c456def041ecd8f08f87,1.5248269349410406,1.53833489,0.0,-0.013507955058959409,-0.013507955058959409
0x6d349bf2d590b2214251a848f09725eee685f364,1.024835610344129,1.0367623400000001,0.0,-0.01192672965587116,-0.01192672965587116
0x6d349bf2d590b2214251a848f09725eee685f364,1.024835610344129,1.0367623400000001,0.0,-0.01192672965587116,-0.01192672965587116
0xf49915db7f2067e029379cf7854060809a103cb4,1.0416537005793796,1.03683696,0.0,0.00481674057937953,0.00481674057937953
0xf49915db7f2067e029379cf7854060809a103cb4,1.0416537005793796,1.03683696,0.0,0.00481674057937953,0.00481674057937953
0x8c3ab91d78d54ead54a77cf0fa6236fac3d05963,1.054308704547797,1.0367629,0.0,0.017545804547796973,0.017545804547796973
0x8c3ab91d78d54ead54a77cf0fa6236fac3d05963,1.054308704547797,1.0367629,0.0,0.017545804547796973,0.017545804547796973
0x0b9b658a067af7472f831cf18d8d47efb5f5b66c,1.154962575944844,1.1367626450000001,0.0,0.018199930944843956,0.018199930944843956
0x0b9b658a067af7472f831cf18d8d47efb5f5b66c,1.154962575944844,1.1367626450000001,0.0,0.018199930944843956,0.018199930944843956
0x1644e4487caeb76104c117161bf91a6b2f48dea5,1.3346621931004778,1.13676287,0.011004895,0.19789932310047775,0.18689442810047774
0x1644e4487caeb76104c117161bf91a6b2f48dea5,1.3346621931004778,1.13676287,0.011004895,0.19789932310047775,0.18689442810047774
0x5aef5e20359ee83646fadb72f18c069a258fa3ce,1.3247524832051207,1.136763835,0.0,0.18798864820512073,0.18798864820512073
0x5aef5e20359ee83646fadb72f18c069a258fa3ce,1.3247524832051207,1.136763835,0.0,0.18798864820512073,0.18798864820512073
0x518acf27698d6a021b6130e667a0269ce8f11b3f,1.3247536332051186,1.1367628100000002,0.0,0.1879908232051184,0.1879908232051184
0x518acf27698d6a021b6130e667a0269ce8f11b3f,1.3247536332051186,1.1367628100000002,0.0,0.1879908232051184,0.1879908232051184
0x092a2de2b69cd96b6cc3b1b3d2d1455cdbd38497,1.3406046511830845,1.136761895,0.0,0.20384275618308445,0.20384275618308445
0x092a2de2b69cd96b6cc3b1b3d2d1455cdbd38497,1.3406046511830845,1.136761895,0.0,0.20384275618308445,0.20384275618308445
0x7a5ad2ed46e7402028c6467e4e8d7f6d12feae57,1.543019341617304,1.3367626400000001,0.0,0.2062567016173038,0.2062567016173038
0x7a5ad2ed46e7402028c6467e4e8d7f6d12feae57,1.543019341617304,1.3367626400000001,0.0,0.2062567016173038,0.2062567016173038
