Avg True Profit,Avg Naive Profit,Median True Profit,Median Naive Profit,Total True Profit,Total Naive Profit,Min True Profit,Min Naive Profit,Max True Profit,Max Naive Profit,Num Positive True Profits,Num Positive Naive Profits
-0.9969299699524422,-0.12779052247491307,-0.002877135,-0.001148779,-1396.6988879033715,-179.03452198735323,-52.781205584999995,-8.0427093176,2.9556983218731325,2.9556983218731325,491,559
