pool_address,y,x,z,true_profit,naive_profit
0x56e26acf3102cbccfd13046f50ef52b70a909aaf,1.7100268640378682,1.1142961981311776,0.8027613222191483,-0.20703065631245776,0.5957306659066905
0xca73062848d420860b691eb2332bffc3012a0b0d,6.034920675951266,5.578611441944874,0.6100742634429166,-0.15376502943652448,0.4563092340063921
0xabe16b7623813f06475605a8377ee32e194849dd,1.5912611477847687,1.726837040038954,0.0,-0.13557589225418543,-0.13557589225418543
0x38b4150ca037ee5184c53512ec0c7fad566cac67,7.244062020465485,7.091763476479884,0.2572748077012852,-0.10497626371568458,0.1522985439856006
0x7933aec6a482d410bf1c4970c13f45c5a75e9706,2.0427538111170938,2.0912934650887056,0.0,-0.04853965397161186,-0.04853965397161186
0x0d3953afb2bc918b3bcac5b0a9532a9866a3a588,5.67228875085994,5.587601950970284,0.12670019555598003,-0.0420133956663237,0.08468679988965633
0x1fdc097d9ce1c6c80d4a657545f7e082ca03129c,1.2277190031603233,1.1358866171428075,0.055100291676376034,0.03673209434113983,0.09183238601751587
0xb13d9df6028106d652c3e04572d460e7f4109460,1.6939915470354265,1.5871772293092012,0.05366898106085555,0.05314533666536975,0.1068143177262253
0xde9c5027629065df2efa17776b6310e8b452be44,1.8884328688697354,1.669708705126811,0.10300001528361112,0.11572414845931335,0.21872416374292447
0xe110876ba53eab4a2ac22eec2d4003f2f46edf3c,1.4648299197114831,1.0918224434092576,0.20606638564697682,0.1669410906552487,0.3730074763022255
0xaf3565ccc7553e870f7b81c3050b49c1fdf467fd,3.052574419250839,2.6148585337515566,0.23039394054679607,0.20732194495248613,0.4377158854992822
0xcc1e07f1794a787c7d7b2ccc07cd847dbb3369c7,1.8950003961054547,1.674886528786351,0.0,0.22011386731910365,0.22011386731910365
0x6d41b798e986031e85f201b5c0abdee2f4846ea3,1.687042088411666,1.0856849479279567,0.3066152809407446,0.29474185954296467,0.6013571404837093
0x8a02d77cb7108c9b899e55107aad47f1c1dfd3de,4.677858117924724,4.095890122038105,0.2076247916257297,0.3743432042608894,0.5819679958866191
0xa38ddff05e37ef589d1ce46bcebdb58eb84e7035,1.8561533376573551,1.0786729811210032,0.2222461541741974,0.5552342023621546,0.777480356536352
0x0d10e040f17244065d3889705b538931bf09a32f,11.610046675279843,10.093459158086382,0.934700727837857,0.5818867893556039,1.5165875171934609
0xda4c2d9390c721db8e49f34772491c80b5784234,7.440803434933144,6.097428384542793,0.4711639636254977,0.8722110867648529,1.3433750503903505
0x0abbd5045968a6b64b4da7d58bdb9f21f9087057,2.2751239703103177,1.08041070285932,0.2569440380799361,0.9377692293710616,1.1947132674509977
0x49735b6697347b1ad6576776646d69b4f85ec7ca,4.158699133607233,3.0861107113401083,0.10326528326057938,0.9693231390065455,1.072588422267125
0x14d799f5d54db82d6aa77bdbd11e03848aab1a43,4.515501453121732,3.0856920957443217,0.4094733418973132,1.0203360154800967,1.42980935737741
0xa5cb003f58109d9e0b39dbd3cbbdf837450fea42,7.497775319933304,5.572109343948234,0.8089417629094215,1.1167242130756485,1.92566597598507
0xe243dcd4b69010e7aa7167e362e4cc6dfa7b25ab,2.516624680591675,1.0841331104487404,0.2068605271503564,1.2256310429925783,1.4324915701429348
0x8df3f8cf5a0d5ddc4d8b79d8c1f98965fa4191b5,3.491570145717799,2.091934510112282,0.16328357540764665,1.2363520601978704,1.399635635605517
0x3fe740805f2633c321c4a2737ee21e93c9517adb,2.372992792317126,1.1187598342066942,0.0,1.254232958110432,1.254232958110432
0xe2a8302c8e145c59d0602515c07e1dccd53cf4df,3.0877953755229153,1.7861600921334593,0.0,1.301635283389456,1.301635283389456
0xfe50a17d10d31c8ada7ecaa336ab820e82ea21af,10.779805639599287,9.092196333036357,0.3634381490780389,1.324171157484891,1.6876093065629298
0x3e8a516e6466f1bd885c279064f6b7dc1ec8488b,2.6858213634704247,1.081526967855512,0.20365160509018904,1.4006427905247236,1.6042943956149127
0x18725e79a0fb2285549eaeaf4e83cb3eb2f58b1c,7.4423795794367775,5.681286540464755,0.32099001653215237,1.4401030224398703,1.7610930389720227
0xd3a37eea14a492150e43ec5d680b01ee609f7e9d,2.933587619472186,1.3917145591491427,0.0765318262118834,1.46534123411116,1.5418730603230435
0x785fb15df7f6e1fd59ca635b1f586ec77872014e,6.208560436212579,4.0799905413286455,0.6139471040853217,1.514622790798612,2.1285698948839338
0x1a2f1e58e126f0a71a59e5f75388c8225d42ec8e,2.3868865324554163,0.8064586700119302,0.05536069782685383,1.5250671646166323,1.5804278624434862
0x42e93e4597b49e8eb3ec5b157dacd1bff77c1ef5,4.251429033470715,1.6739532844407523,0.9709262931628774,1.6065494558670852,2.5774757490299627
0x74a7688ca7db5c08c46385f1ec7fced19d4cdcbe,4.782295353092126,2.093394922496836,1.0611427189230975,1.6277577116721924,2.68890043059529
0x93dc668f22a96d80286f446d98d252baefcf48d3,2.779863241865564,1.0973811994878861,0.0535392847238976,1.6289427576537805,1.682482042377678
0x0a20e8c67d9f3ca638b605ec0de9b9c90cb62aed,3.5267212391265534,1.7959085550793363,0.0,1.730812684047217,1.730812684047217
0x05d47d8c34c9f0bef09886c845b59be5ccb983ae,8.113562733659851,5.588552916922345,0.6596603801443588,1.8653494365931471,2.525009816737506
0xc118da12e952f94121b626be162c8b2119628e17,6.8528579822560225,3.71219040848526,1.2738321242279984,1.8668354495427641,3.1406675737707626
0x77cccf66dbc9224d37ece3ef78572035b9f7f0cc,3.1204968491271092,1.1213128731846826,0.10512165338102247,1.8940623225614042,1.9991839759424266
0x8ef64de5b9b8725cc1665db72db34e014e0a87e1,4.19852067416244,1.6862805443898397,0.6109979217935996,1.9012422079790006,2.5122401297726
0x34c668a0ad3828b54568f8dbbc46fe022387db1b,3.53907840245133,1.1068947079104403,0.5172390703920189,1.914944624148871,2.43218369454089
0xd640659008d35a4d00bef4b80f4977255d3bd330,4.002397593471967,1.678488263628471,0.4059175781645628,1.9179917516789333,2.323909329843496
0x5b37c65aae7bcb8435c0bdc8a90a9b29a9f8d27e,4.603058505151753,2.1368845199132807,0.5104225391868261,1.9557514460516465,2.4661739852384725
0x09f837584c8593f76974e224d815206b17d18d84,3.1319211480708877,1.1069545397089007,0.0,2.024966608361987,2.024966608361987
0x69254171786416d6a37bb0f063ddca693fe9da45,3.35621328957347,1.119703312293151,0.20617336838780517,2.0303366088925134,2.2365099772803188
0xf8e868d0cee34fcb35f825a851dfe428ed703908,3.368811581490896,1.0872594612824715,0.0,2.281552120208424,2.281552120208424
0x97cda3a144284abb176b436dd35818cd794ff2aa,4.879943079588696,1.718265702060607,0.8579605602814118,2.303716817246678,3.1616773775280897
0x839d35577f840a2eb63525bbea489c7df4208284,7.715186559185815,5.103258230255067,0.30775358582733264,2.3041747431034154,2.6119283289307482
0xfaddf9b17f01422c7376cfa65693be9c5407bdee,4.725597061471133,1.68848532335909,0.7140778324876301,2.323033905624413,3.037111738112043
0x020780e194de296654ce0b665c43d800aec64ac3,5.5070944228125045,1.7618264301809976,1.2214547779945137,2.523813214636993,3.745267992631507
0xab494082d86007c0de84c36ff10d9f389892723b,4.826437372380387,2.128485955275941,0.11572037685485352,2.5822310402495927,2.6979514171044463
0x9de70ffecbae55773af7581bd4421aa8772c0899,4.4727574805748835,1.6846943704401334,0.2029919415652502,2.5850711685695003,2.7880631101347504
0x96c6c8238387936c189fd323ad85bf9d77aeaa71,4.872586124654057,2.1226254624663596,0.10448185612271951,2.6454788060649777,2.7499606621876973
0x0a4faed574a8fa16227001f47102b9b92d15fb60,4.489098344523712,1.0772994232589408,0.7100894717319257,2.7017094495328458,3.4117989212647712
0xb6f702fdc5a3d9550b7a878847fce81679c04449,4.7217106324585325,1.7560218569557726,0.2575377843951335,2.7081509911076265,2.96568877550276
0x80223c8d0a08807438427125990f3b635bffca4a,3.915688585402968,1.0934855936577403,0.10449103692772556,2.7177119548175024,2.822202991745228
0xe55947982ab8fe20a3b89c80a638a772789296cb,5.383449231001863,2.1000123698151554,0.30749259576823224,2.975944265418475,3.2834368611867073
0x27ce92a9490f92c0774c7176565f9ab69f9db2b6,5.346514058597482,1.7025023698146768,0.4683188770528853,3.1756928117299204,3.644011688782806
0x66237867e5732babae2f104ec42317866df17f0d,5.1249627261237904,1.7458599218099968,0.10612866044191399,3.27297414387188,3.379102804313794
0x97adf29ed87d3a7791b1fc2aa0e46a3bfb6c2ddd,5.60106730581182,1.6758327221912521,0.36018050213102126,3.565054081489546,3.9252345836205675
0x25738da3d0d507088e666ed5cd5edaec089d7d37,7.528428980417119,2.744982634992497,1.1730653944850447,3.610380950939577,4.783446345424622
0xbe05e900c5bfcbab180d44b4c828b767ab10dfff,5.820732780159837,2.0929868251775425,0.1108435082014874,3.6169024467808066,3.727745954982294
0x96902c12de5e74a2d111aa34061b494db1d85c36,5.89651647127238,2.0919141395594596,0.10767418869641412,3.6969281430165064,3.8046023317129207
0x496c7773e30a81aef56c04add6189f5f7c40dc96,5.102343272869072,1.0842048329805363,0.3071126158271537,3.711025824061381,4.018138439888535
0x14d395e43979fe4f5cef92a163df88e61c262063,5.590141256283507,1.6993933941794357,0.10487780195259039,3.7858700601514816,3.890747862104072
0xbb9450e96d4157932b28d936c7b6f838358e47f6,7.692221246408559,1.7075825894288559,2.145416552076141,3.839222104903562,5.984638656979703
0x6c3fcce4c8062bb3bfd21a30e07e94782d27ce07,5.763242394509863,1.6873239758004923,0.2056411174380266,3.8702773012713445,4.075918418709371
0x37221577a8ce4aa7ef1866697dd893abcf493ad5,5.699653321464395,1.6776137360481156,0.1359443395450298,3.8860952458712497,4.022039585416279
0xfd54de7bf33b3a961a94570f795fedbbeceefb0b,6.439044763861461,1.6841450769615445,0.8568678978810302,3.8980317890188863,4.7548996868999165
