Avg True Profit,Avg Naive Profit,Median True Profit,Median Naive Profit,Total True Profit,Total Naive Profit,Min True Profit,Min Naive Profit,Max True Profit,Max Naive Profit,Num Positive True Profits,Num Positive Naive Profits
0.44951901225432406,0.8808175368466,0.0548609819662018,0.1749153647057277,1306.75176862332,2560.5365796130664,-10.35751984657649,-1.4848039009780232,26.959302625235573,26.959302625235573,1860,2229
