,cluster_id,no of V,no of E,width,len,inputs,outputs,fund_in,fund_out
0,0x762bcb07c52258cded1487cd0f172d9c18752502d188358d4a6e3c1686723c9f,2,1,1,1,['0x17289f2461b9ca67a8d6ffbef81cca77663371dd'],['0x069eef078c64d58d60ef1adb0340694b4c3a8158'],3.0,3.0
1,0x79edf78b08e5d5aacfc43c06aedbb6c1043a6f5ba8613f5613e5e5c329190663,2,1,1,1,['0x1f5671036be83e44e57884929482af6a28719bc7'],['0x599d4f9ceb955b6a6fe449ac118cc9a189c93d6d'],31.44336428330659,31.44336428330659
2,0xa8e4bcfd759ee7f7180da419fac4fcea6cadac67455854ac511ffa9e83cc4914,5,4,1,4,['0xac797aaa2f4f93f3122b3c68a2103a7cad5f2f14'],['0x23aa352e8cee8da5c16543e2b9cc5e96b3f03f3e'],2.262382174504919,2.315860331461537
3,0x30bbfab66447c94abf4d3a447c195ef7a87c664db5a9d8c2a93dc2685a691cda,79,79,2,76,"['0x51a983d16d7fa9d34a1b3e5ad3ec12100d076b48', '0x0c735c4651f0b1db6fff122347ce58f3f9c10871']","['0xbd7935017a5eb5c3c54b803ce3297bd23969e68d', '0x6f5fb4fc00bb6b0e4a4f1b5fbbf835e5a907d3fd']",300.0,202.0
4,0xc5e4896ad102e551019ae0dd13652351c93ad2e5f941db89cd7a3cf56c3577bd,16,15,4,11,"['0x07b90f19ea61524b521affbe34014731c45aa0a9', '0xbbbe699c15a3fe3352bfd5ab136010285082fc86']","['0x99eb315e04b38ea36d2c9f99261df14cba3f5565', '0xe8bcc6ef224bb9f6c3a3a9b677e10f1142c0ea17', '0x283a51c69c73dfd04115b6bce763843a33800f22', '0x49c52db49d1a35ec08eb372203990cef25d8c38c']",88.72902413046732,542.2232321254896
5,0xb9797fb76479c003bdf9542f80570dc91a98fc64ada24190aa2ccf2b0c20d977,6,5,1,5,['0x2b38de9178aedccdbeb286d6fe422fb0783dbe73'],['0xa68dd22eeb1bb7788c74d3b80a9a7e97d9aaf187'],43.0,52.0
6,0x1fe62ea1f0f860748644e942a8c067bbc54e1642559cf53c78968aa716c0aa36,2,1,1,1,['0xd24394c3342cddba4ae9a51ad5df779043244f67'],['0xa41a87b608021e3024988b36d649f56d73a0f230'],2.3217296709009876,2.3217296709009876
7,0xf4222c2636eb59fad987ac55d527fee8900a1a53b5f439e721df76b27a4af2d7,5,7,3,4,['0xe4ce846f569eef8860d413398a17c0ba315f445a'],['0xac86849b56876ae6086d197caa95eefb2d13b2ca'],8.712152369774389,5.0
8,0x04b31b5b9611ca2a81bebee0e85dad1def9c6a923e1553505d7166312ea42ad9,7,6,2,5,"['0x90ba7158e370603ccccbfcf2ebf8d707e23b43f1', '0xdf41f13b6ecaeb8a5cb86cf9875126da3a35c536']","['0x38c7d4e647b0a22b6288ca1ba7b53706cf98f712', '0x499bc0fe99d87521668dbce5a095084872c90507']",49.419999999999995,33.0
9,0xf83f99d402fd00f40ae8b7518ec2705f5665ffe396703cf49dff84f78c1fd7f7,19,20,3,18,['0xd0915ae64d9b6ce3393a769f34670a96cd76e26a'],['0xa96ee0da680423dfa195640f60dde367156a34bd'],187.59958915374875,219.06251439886694
10,0x28a364fb450c9ae5887dcb5cd49940f8393d627201b16ce34ad018666c92da71,2,1,1,1,['0x8fa6f4a2791e794e9828fb76bf8f6b490fa20a67'],['0x85d85014143534c58ad4c35d3ef64f9838650aaf'],65.0,65.0
11,0x9045d754af55bc639a57fc13d8649e7be3ec1d68651bb9fb9ed649397fee6304,50,49,1,49,['0xae1c20916b955675cdeb4770bf2bfa75d7f8d165'],['0xaa2732c10d8f932eadf1071ebb312b7a6eb8717e'],4.861340731630208,7.806484328775115
12,0xe63be3d8e8f23a5059c3d9bb4f09d5db42b5f0c8fb08b9b7a08cf673165d96d7,2,1,1,1,['0x17d3f178e346a4afc84c0be1c8c92b84cc6111b6'],['0x92be3f12f1ae2f9f1e7ae02fe423b78f96703f8b'],2.6167505466488206,2.6167505466488206
13,0xd17aa4db29990df75060465f17b89a833ff30fe5715b2b45cd05a47f1a49b257,2,1,1,1,['0x465a835abee5335c1baa819b82ba56df8b99d63e'],['0xc98b40c04b31f6a92d96f0132189656906a841c2'],7.754985797936024,7.754985797936024
14,0x21d1213211293adfd035f0a0146b4ff74209a5740361069ac9d24faf0bf7cb8e,8,7,1,7,['0x85090b7dca71e47654af56c9bf1213c367e364ea'],['0xe22d431d0bd44e64a2f9071d1aa7a97fae0e7190'],9.661474806531801,10.114621165637413
15,0xf948893d69ffbacad24e867503936918ed427675027075d6632ce698fe1b965a,225,583,112,57,"['0x940f6230737397f34e5398d7f8d4354f9b8195fe', '0xb51370c4d85d60ebc9317282db5936923e3b772e', '0x9d3392506f1e291224400a15ae065c5ee4b0d4dd', '0x6b0f49929896395934d2adc8b4c0400dea9c6c39', '0xee0c0588845fb6a4f8299b8579ef71639ec0a58d', '0xab0123a9e30a9f4af712f2cbc11362165468df27', '0xeb7a7847cafdd203caadd47c9f4e23bdd0f6e471', '0x606c21e7d57d8385501952bafaf80103b6a385b2', '0xa9724f96a32e14df96857925cbd54cd377482902', '0x188472203587b3e96f97ba7bd3ba4c5300190a76', '0x26e37c04ea31e299af65a956be63b6349f16cf04', '0xab2857afd191273e2bfe3e128c452d2373d13c46', '0x66f5b9ddf37204b6f8e99cb97225fc26a0f77f7d', '0x11bb1dca11dee4cf71cd59b1e91bd01e6cc3aed7', '0xa520b92da404a8b6656374fd705e70e8231959c1', '0xb5126c36e199e957287536a0671d2f0b1b6ec5b4', '0x7d645c73ae9385e080d045d4ad00a10289d49f87', '0x949aee5eb9c03c0601337b89b145118437bc62aa', '0xb93343eeeb10e03502cf94cf013de6f8932fb658', '0x5af03edef29ccbbcd9988e84525e7d0eb0efa6b0', '0x5eec74d50beab513f22701fbf8ea163dbd19bc6b', '0xba1e8eaa5fa4fcd945a5a6642c7aac3d847db067', '0x8be9b65a36993da62b373a24d752b30d6395706b', '0x29177b373666a327db76e996c2a2b5e33b29a9a8', '0x522dab3d1f07ab476f986c70661e3958f3c72e50', '0xbf424d973d61886c408ab6b31f06db38d582a757', '0x61b5a35a632a3fafa11ed82230361c34336153be', '0xef2717cd8329a79d3a3545c510c5177063c1b03d', '0xa8ddb4bdef5402d8647531210bf483cd0b71a9d3', '0x5f613f1047c7bf0fabf1fbc41bc20ce92a515e44', '0x9d06415399e06f24f2ca7bf89f5e82de1a6067c5', '0x12911dc75c4a7d30fcf0dbf80f36fc6047f03911', '0x3e202bad9144cf520db650b00c03d93bc429630a', '0x84fd86c78314fa518dc5fa8bac5cec0903a1bff4', '0xef727208ce35c34961e4fb3be09fcc3bdefdc56e', '0x75d5b26b2bc34839c4d3d259d7f9a14382abe530', '0xc0cb02818795dc11c599a5d738430d5ddc52a3d0', '0x1a9ad241f8159ee7baad382581413439f5fb04ce', '0x1abddc26e757c7159e8e60f15ccf215498639f32', '0x827babbc921a7a6185bbf74b69e20919bd1275f7', '0x7f13440f93d2b49e0e06fe04fa7ed7cf55c4c1ae', '0x254a9f023b558b7f68aa491af58c4432ab984a76', '0xb8dc368c3f3b3a8011d6f406ecdd8814ac73fceb', '0x879df2816ff09a4e910e0ec6aaa03271933c715f', '0xa3a7da0096ff3c87ed48e34a9cd1278ecc36d305', '0x65c7adfa6fa0379ef3ad72516a78cdd3fa3a3536', '0xe6ee2d6492e92e0532415f19baa18d3170fad8a4', '0xdf2d00881b70358e0f7f27d868d23273f05e59a1', '0x574b66a32738eb7465bdc9bc8cfb180012d6c6de', '0x10d406d68813b24b919ad13f9989306ff76e8dd7', '0x29258c9917c501bd528b6c7c519c05551a0105f9', '0x1d326a8a732d2c232e05223b90767cc468b74302', '0xbbbfb2ecd388f4a6308d70b514d338dac1a3b1e4', '0xf5bbe3d981b8d6a62b00b4893c11cf1c9f2d4224', '0x64eb7692dcfc865ec3708817cd5650a256a761a4', '0x749a6c03179b56228d257fadb458e57a33df3d3f', '0xe488e8d023f994156c6721f0708351740c0f0eb8', '0x1ef96d432653df7b9a8e816a317bf7f81957f631', '0x8f2d1b0375d1d994d4d36e38088c1db94af3b30a', '0x11064421c4f1e61dfb264eaa75ca2d78c1883d8f', '0x3677373c2e89ff86903e27578e7a65be89048f30', '0x009fd2645e637a6d5b1f2c522e715cefcaf4dd45', '0x06c8e1fe9b452ae755bd019cb84db9582733a4be', '0x50adbee2c80364b7efbf5efb298b8c81cedb3006', '0x26cf0a3de0c6573a52801a0d6f47157bff3c4c3d', '0xbe0051e284dacaf8276d278a9a8c417ec7dd54b3', '0x3ea8355033b34d9e5a2bc24121381cc2dfdd45be', '0x33abca111c07e13c2973d321ad2e8f21a3eb673c', '0xd98e6e1a6dbe6377310b85e8e73deca217a888ea', '0xd0c56b8c4db46e6fdda6820891a0a27f4afcfe79', '0xec6b15387e73f649e1d61d0c28daf26ab33e114d', '0xe28ffd391f86d931d431dcaf66f38bf3bf2d3916', '0xa4c4fa1709e75274fe4875e0e1160212deabb17b', '0x9214edc16321c3bf02fe260815f55b10868f9cda', '0xe72bb47dedeed9286ba93fc1c4ff912393870873', '0x7de773b262b24bed998e2e6c148fa433e6bfd333', '0x9345c1454eedbba5c17d7653223cb82a143bc4b7', '0xb0d85dfeba7f3a8896b048ee1aaf5e91ad61633f', '0x9711760b7b99d2a93a6d32d70feea41e8f13e0d3', '0x33bc41ba9ba619eabe0c6d102ad57cf52e3fca55', '0x61bbbabeb7042f48efb310ef00186e51923e1e75', '0x89f2b874327bf482cc277bbb44e96dd08161ae8a', '0x704dc97a159c39d1b04ce3d4b4c995753f23aa8b', '0x7dce962b78e26f5486b3308f3ee70d26aa1ff301', '0x429b4f5499d770dde5e5682ed5afaba3a8c7b3fc', '0x7ede75150124605b46abe53aed673ff96639693b', '0x25ccdc52b43eecd572235dc5b8a153c0f679bce4', '0xb4237333b9ab69091e73c544ef1f59778472b0ab', '0x3de4e3adde6a8778b5a4f26a6ba135ce949b5223', '0x38fbbab2a39d27eed19eb2e91ee6cf74647976dc', '0x5d0277d141f17c29f10e52c43aeeb3a9137b9f82', '0xa0579245889313ba1867c3000c94d5b368bc89dd', '0x98f1fca7401dc8d53ab11b9256ffb7ca4d50c15f', '0x2d9dbb33902cba26134ce476f718957a1f15b107', '0x6e2d19d510e42560408b8a7d4e60e6dd5ade036f', '0xd71ab0c9dbdae7b4628768a92c84a935329d48ff', '0xb2f77c2388c1c6648981c1653074113e29f9d820', '0xcac796797b8f463cecdc747f11d60ac68bddb90e', '0x68cec142f455748731a1dcec4ae9cbe96e77d8de', '0xde8d99b54314bc2d2e45d1d93a1161b2d51e4322', '0xaf0fc793f5c43fb018f9d22c59aedd3827327932', '0xf1ae83938ec7c31156e9ca7d684f8662c8e53306', '0x5ab3cd097982fa2e80a375f93f9bc5a86ba662b8', '0x35c4b6f7a5b36467a08909096f635b040e94d7bf', '0x57fc870fdd485f173d7d9ff41a595324144a53ec', '0x49a144a28fb8291124883dc8c6706a8f223bcf39', '0x49536337d41e9adb1f2a357963b9e637f185e16e', '0x1c2ead12804635aa71766dd5a189da7194bf9ae1', '0x652e686676561e74b9476c5c88abc70a8f804371', '0x8c6e50796c876cb3d55fc2b778fa7f46f424605f', '0x6abde3c5a6f73ac59ad124df74b091785fbdd379', '0xcada9decd73b57301e8c2cdf99a01f6adf4b496c', '0xbf0181f23e53a1bb6deec9c8c01b6db590da1b40', '0x7155595c74c099b069c489bc31c2eb31677e53c6', '0x6ac9338daaf8eb32cb9f8b9af5ae6e14a8b3d139', '0xc4cc7b6d9b458d3fb39a0cf74ff52af9f7eb87b5', '0xe666004f3df5de3d9c258bf07cc5830efb145fae', '0x2a2ef4055d5230661c27d8ab02d153d41a92b8d6', '0xf0c6557c58e2566b70cda84f55cdbc9cf0a97bce', '0xe1c1459d44f2ec1c19cbe038ce01a769c8e759a8', '0x1802c8ad9993fb2a9030d048787c85be83aafb52', '0x3f406c3a1c505864b3a7d03b9904b4c5ac6a10d1', '0xbaee251aaf2cc5cb7a6bd01293d26a0a8aba58de', '0x27af17674debad4196bc43d2635bad68a7670865', '0xeec36d623e4a6fd0d3f6ee1b6fc2f998c6a9df2f', '0x78ffaac8a795e457c3f75ed8554e0c19d7db01e8', '0xd19d6b95b5a6c798a90119360a828cb93b7355fa', '0x76a6960131bbac30d66ca637f01938d7e4b778d3', '0x698fa59eb1265f165bc65a15a0ffc2c9c5db4235', '0x9b5f8d60c6bfb19564e27a2f9c007646aaf773f0', '0xe4cccf046f516a3a435c1b68f5dc6028ca96315b', '0xa6d876eedbbffee30b9143ddd9f5fd4266481c98', '0xb552dfdcace1682029416ff921836ebd91dae079', '0x9b565d954b32eb8d8e88391cd90e2e1952179a64', '0x5a14818419476d08c30bdebe0c2e34c504829895', '0xd3bea5b521fb7d37a2e93b47309bf8f58e860a66', '0x5aa04d7b24f08802205d31e03f9663504766408d', '0xc59230da90c713236521c47fe155e392ddb40b71', '0x870c5e2a9c2d4319b25ee1023d4e93a7cd3d5f86']","['0x940f6230737397f34e5398d7f8d4354f9b8195fe', '0xd7713e9d8abf806a49ef8255f446fcc0103125b7', '0xae8674040e17aad16a7270221629f63109ceb2bf', '0xee0c0588845fb6a4f8299b8579ef71639ec0a58d', '0xaecaa582424b1e01b9ca8780a4514b5ac36e6e97', '0xeb7a7847cafdd203caadd47c9f4e23bdd0f6e471', '0xea5df9c49b69fcf984500cf44e7a76a9dc627743', '0x5eb1c17b9a646a3513cda42767d891bec156d738', '0x8a089e3d520ec03a74eac16c54ed8da6c6f4d0f6', '0xab2857afd191273e2bfe3e128c452d2373d13c46', '0x404167d27631358f208023e9cb424e17318deaf8', '0x11bb1dca11dee4cf71cd59b1e91bd01e6cc3aed7', '0xa520b92da404a8b6656374fd705e70e8231959c1', '0x0932f81ea651126320e3f9d2907ae7e69a7ee40c', '0x205092396aab94d853bf7f69970f8cfd9641a664', '0xb93343eeeb10e03502cf94cf013de6f8932fb658', '0x70b8d81e5f9bcb2a0f14e3c17696e1c43ab18caf', '0x5eec74d50beab513f22701fbf8ea163dbd19bc6b', '0xba1e8eaa5fa4fcd945a5a6642c7aac3d847db067', '0xa6251e8fb1a78ebac11644beca77cda7370e11f9', '0x522dab3d1f07ab476f986c70661e3958f3c72e50', '0x8c22ba31390eb5e4a0250ccec5eec233819fd353', '0x91f17a2759449c595bc6833a7cf21f2d5a8240b2', '0xbf424d973d61886c408ab6b31f06db38d582a757', '0x61b5a35a632a3fafa11ed82230361c34336153be', '0xef2717cd8329a79d3a3545c510c5177063c1b03d', '0xa8ddb4bdef5402d8647531210bf483cd0b71a9d3', '0x5f613f1047c7bf0fabf1fbc41bc20ce92a515e44', '0x9d06415399e06f24f2ca7bf89f5e82de1a6067c5', '0x12911dc75c4a7d30fcf0dbf80f36fc6047f03911', '0x3e202bad9144cf520db650b00c03d93bc429630a', '0xef727208ce35c34961e4fb3be09fcc3bdefdc56e', '0x75d5b26b2bc34839c4d3d259d7f9a14382abe530', '0xc0cb02818795dc11c599a5d738430d5ddc52a3d0', '0x8fc9b3f9578d292c77f456023d16e5f3cab7e963', '0x1abddc26e757c7159e8e60f15ccf215498639f32', '0x26259cf5467d68fff032e7cdf591a095405c7993', '0x7f13440f93d2b49e0e06fe04fa7ed7cf55c4c1ae', '0x52b74e04fb02e260070e7b0590d6f70be4f2f9f8', '0xb8dc368c3f3b3a8011d6f406ecdd8814ac73fceb', '0x879df2816ff09a4e910e0ec6aaa03271933c715f', '0xa3a7da0096ff3c87ed48e34a9cd1278ecc36d305', '0x3746968ee2d754e42d1fd0eeb38fe81361771057', '0xc50210751ccdf47bfcc6dac6d20c1016b4ae1254', '0xe6ee2d6492e92e0532415f19baa18d3170fad8a4', '0xdf2d00881b70358e0f7f27d868d23273f05e59a1', '0x50634ad997e83280a1db02c2104211a00f9963f1', '0x10d406d68813b24b919ad13f9989306ff76e8dd7', '0x29258c9917c501bd528b6c7c519c05551a0105f9', '0xbbbfb2ecd388f4a6308d70b514d338dac1a3b1e4', '0xf5bbe3d981b8d6a62b00b4893c11cf1c9f2d4224', '0x64eb7692dcfc865ec3708817cd5650a256a761a4', '0x47aaa4fbf58fe778c3cd8790189cf6b19e17be77', '0x749a6c03179b56228d257fadb458e57a33df3d3f', '0x7ce9aec84fcbe6a1a564dac5b3bffca27cf0b005', '0x5cb98351e536337a5288fdb5c1afcd37911fa91f', '0x11064421c4f1e61dfb264eaa75ca2d78c1883d8f', '0x3677373c2e89ff86903e27578e7a65be89048f30', '0x06c8e1fe9b452ae755bd019cb84db9582733a4be', '0x3164206c48de3d9fab4b2c7a1e970fcf4b865306', '0x26cf0a3de0c6573a52801a0d6f47157bff3c4c3d', '0xbe0051e284dacaf8276d278a9a8c417ec7dd54b3', '0x6e1bba7f6d025a9a871eabbf8cdb3cf07325d6ef', '0xb12d6060312bccef3c4216209bfd8ad9b2f77660', '0x72242fb4f7d89870006f7b68d50440c2a28411e3', '0xd0c56b8c4db46e6fdda6820891a0a27f4afcfe79', '0x28d444626768f3f0d8bc5ee2b1085acec79f96d2', '0xec6b15387e73f649e1d61d0c28daf26ab33e114d', '0xa4c4fa1709e75274fe4875e0e1160212deabb17b', '0x9214edc16321c3bf02fe260815f55b10868f9cda', '0xe72bb47dedeed9286ba93fc1c4ff912393870873', '0x7de773b262b24bed998e2e6c148fa433e6bfd333', '0x9345c1454eedbba5c17d7653223cb82a143bc4b7', '0xb0d85dfeba7f3a8896b048ee1aaf5e91ad61633f', '0x33bc41ba9ba619eabe0c6d102ad57cf52e3fca55', '0x9a8a21692ab8ad6454d4bd7259053b493885b030', '0xd2ec58261b4675f1b42fc5b899b1b95b85483268', '0x89f2b874327bf482cc277bbb44e96dd08161ae8a', '0x704dc97a159c39d1b04ce3d4b4c995753f23aa8b', '0xf4f862df880592d9182f6dc39bf02d5fe4f3f55e', '0x429b4f5499d770dde5e5682ed5afaba3a8c7b3fc', '0x1b7c3b43355d389eefa83d4242d7478882373b31', '0x80e1d55d92141f3cf1e3b8514c37b6c4927c2256', '0xb4237333b9ab69091e73c544ef1f59778472b0ab', '0x3de4e3adde6a8778b5a4f26a6ba135ce949b5223', '0x38fbbab2a39d27eed19eb2e91ee6cf74647976dc', '0x831c2e939b0b12a4ad7aee027275b165ae9d7b22', '0x2c0b939ecd541ba8dfddcbb9d604fdfc4c54dfb8', '0x24450e3a1ecc92ce211b6a643384d17278beabd0', '0xdfc03e39e2c7f5bae22adf068dd8a58b805e4f9c', '0x5d0277d141f17c29f10e52c43aeeb3a9137b9f82', '0xa4f7f86f4cc2f17e9262d8c3671981d32cea8035', '0xb2f77c2388c1c6648981c1653074113e29f9d820', '0xcac796797b8f463cecdc747f11d60ac68bddb90e', '0x0e54aa9ee69b4752d9fdb60c9c4b15e95f260696', '0x056ce2ee766bf0ad49bb53ce80b4453ed10c99f7', '0x96d5492cc9ea042c19011eb85f0aa18792692bed', '0xfd0491d0b63f9d944d7cc1c86c2fce2c5c0415e5', '0xf1ae83938ec7c31156e9ca7d684f8662c8e53306', '0x7b28b93bf635dd7a020b7216c9f65f0442b50513', '0x35c4b6f7a5b36467a08909096f635b040e94d7bf', '0x57fc870fdd485f173d7d9ff41a595324144a53ec', '0x37132d5889d8655c8c19f7b8359d83a9844c0878', '0x2befc1505fc54a108e77fd1e51a45d8f05494044', '0x652e686676561e74b9476c5c88abc70a8f804371', '0x6abde3c5a6f73ac59ad124df74b091785fbdd379', '0xbf0181f23e53a1bb6deec9c8c01b6db590da1b40', '0x7155595c74c099b069c489bc31c2eb31677e53c6', '0xbd9aefab15408e2ffc19c2b5a1f4dd1359f105e9', '0x6ac9338daaf8eb32cb9f8b9af5ae6e14a8b3d139', '0x2a2ef4055d5230661c27d8ab02d153d41a92b8d6', '0xf0c6557c58e2566b70cda84f55cdbc9cf0a97bce', '0xc605a67356b9b38dc6baf28d88b8765ae3fdfc0d', '0xe1c1459d44f2ec1c19cbe038ce01a769c8e759a8', '0xedbfd8d47a06bc0ae6d5d70cb38ac9fb8efda9c5', '0x1802c8ad9993fb2a9030d048787c85be83aafb52', '0xe84b5f1b272ce6bd26c0e47f374dfd08cfd77e5d', '0xbaee251aaf2cc5cb7a6bd01293d26a0a8aba58de', '0xeec36d623e4a6fd0d3f6ee1b6fc2f998c6a9df2f', '0xd19d6b95b5a6c798a90119360a828cb93b7355fa', '0x76a6960131bbac30d66ca637f01938d7e4b778d3', '0x698fa59eb1265f165bc65a15a0ffc2c9c5db4235', '0x9b5f8d60c6bfb19564e27a2f9c007646aaf773f0', '0xe4cccf046f516a3a435c1b68f5dc6028ca96315b', '0xc0d31c2a131714feea4d145b6bf5e12a7cba49fa', '0x2dbebf138cb56e5989f2d82773e33915da8597d3', '0x07a832683218c16e3990a7ff001dfde4ea72b4a6', '0x9b565d954b32eb8d8e88391cd90e2e1952179a64', '0x25fd80d3d812687678eea6ad5928b4e3448519cf', '0xb315083e4d3e821fa2aeb2be7fe9591f49dcb815', '0x5a14818419476d08c30bdebe0c2e34c504829895', '0xd3bea5b521fb7d37a2e93b47309bf8f58e860a66', '0x3d675802a8d410bb66b28c1cc826a7f13d3a64fb', '0x5aa04d7b24f08802205d31e03f9663504766408d', '0xc59230da90c713236521c47fe155e392ddb40b71', '0x870c5e2a9c2d4319b25ee1023d4e93a7cd3d5f86', '0xd9c561272c54a059c21ec23ac71e4997d7ce69f9', '0xdfbbedcb012bebe6ce8e1613920355678681e2f9', '0x771dc65c12d8003be1794d8128a52490b3dfc61d', '0x10ab98b69642e17fa445a3c9debfde13cb7e5419', '0xf798d388f85585d696b290a9ece4f0177dbfaefb']",1407.2957896823427,1910.6455460236186
16,0xddad53ec014bb9b0b6b179fec36b69aaaa2e9b38a300ae4afde38495041c2a27,2,3,2,2,[],[],0,0
17,0xe3e7ab5fb0fa51e8fe3c29f13318de4821688803fd1d89b561e079d4a6564918,3,3,3,2,['0x01dc9620777fcbf55ab16722bb2143e55c1f5708'],['0x4f3f6d04cee39a8ba787dc005ef107b88ffd3f28'],1.4222899229756758,2.0
18,0xbd02ceeaa02ef84b46351a79d5a9891efb8723d2c82c8a6f55ae447f9afb8d16,11,15,4,7,"['0xf2d67cc1c7d1f07662a68bba106f5fc8e172afc6', '0x79e372894c23cc3bb7ecd4a67aa2af0bb6e4893c', '0x4ea582810827f9965bd1df3f818c1764d6fb00b8', '0x6eabd6cce454856c01d76bbd46590ebd428427fa']","['0x9fb2e67704ca01a905bdd62d2ba6cd9071577d37', '0xf2d67cc1c7d1f07662a68bba106f5fc8e172afc6', '0x79e372894c23cc3bb7ecd4a67aa2af0bb6e4893c', '0x4ea582810827f9965bd1df3f818c1764d6fb00b8']",3.62810648,2.0
